review,rating
"When trying to log in any way, it brings me to Safari pages in the app where I CANNOT USE THE KEYBOARD. It just doesn’t appear, and opening up the page in the safari app causes an error every single time. I don’t know what I’m doing wrong but it seems like I’m one of the only people having these issues.",negatif
"There is really no problem with this app, only suggestion I have is a ""clear all chats"" button",positif
This Mobile App works very well and is effective super excited to use and get more updated info from the AI,positif
"The ChatGPT app has been a game-changer for me. Its insightful responses, vast knowledge base, and user-friendly interface make it an invaluable companion. Highly recommended for productivity and knowledge expansion.",positif
After so many fake apps that use gpt happy to finally have an official app from open ai themselves!,positif
This app does nothing unless you give up your privacy and give them your phone number. I don’t see how this got approved. I thought apps were required to provide minimum functionality unless they were a “reader app” for existing content like an ebook reader.,negatif
"I can’t verify my email, it’s give 
Not available
OpenAI's services are not available in your country.
Can you help me with this ASAP.",positif
"This app is definitely amazing, but it hasn’t been updated since 2021, so some of the information that I need, is wrong. Other than that, though, this app is great.",positif
Official ChatGPT app is finally here! Now no longer need to use the slow web version. It’s the ChatGPT we all know. Nothing much to talk about.,positif
I love this app because it helps me with my rough drafts. It gives me a accurate information and it helps me think and learn better.,positif
"It is great to have ChatGPT app handy, however  it looks like the app is using a lot of RAM on my phone to process through questions. This has heated up my phone in less than 20mins of usage. 
I would rather use a mobile web version on ChatGPT instead of the App.",negatif
"I’m so glad this finally made its way to the App Store! So convenient when I’m not at my laptop, and definitely still one of the best AI chat systems to exist!!",positif
Love the speech to text feature. The only feature missing now is chat plugins!,positif
If you’re going to be charging $20/month I expect better than having to wait sometimes 2-3 minutes for the app to load.,netral
6 years ago I had an idea that seemed impossible at the time. This tech made it real. Thank you.,positif
"This app is excellent, but as a paid user, I'd appreciate if they could include plugin functionality like in the desktop version.",positif
"Hello. As i am blind, I need gpt-4's image recognition. As be my eyes is so slow to release gpt virtual volunteering, please give me access to gpt-4. I will use it for accessibility and blind helping tool.",positif
Its so much easier just type in DOB than had to find in calender!,positif
It won’t let me sign in. I’ve already had an account with the website but now it keeps saying I can’t use my phone number to sign in and that my account has been flagged because of not letting me log into my already made account,negatif
The network delay causes the service to keep requesting. The current chat is blocked but there is no function to revoke the request. Only the new chat can be opened.,netral
Much better and faster than the browser thank you open AI,positif
"Excellent use of haptic feedback, good visual design, dark mode, and clean UI.  Most companies phone it in with iOS but ChatGPT’s app is actually really well made.",positif
This App is significant change to the entire mobile eco system.,positif
AI help me a lot. I did not expect it will be that much good. It’s seems like someone other side if the computer telling the answer.,positif
I’ve been using ChatGBT for months and I’m so excited for the app. This AI is like having the knowledge of the world at your fingertips and a top rate problem solver in your pocket.,positif
"Having used ChatGPT for some time now, am still so blown away by its intricate grasp of natural language. The app is really performant as well, have been waiting for this!!",positif
"Love having a native app for ChatGPT, and particularly appreciate the haptic feedback. I wish it was easier to start a new chat, perhaps by swiping to the left or right.",positif
It is always hard to browsing that iPhone screen on IPad. Waiting for your improvement.,positif
Most questions you ask the computer won’t have an answer to.   It’s data set is out of date so if you ask it questions about recent things it’s won’t have an answer.   This is hardly AI and much less helpful than a basic google search.,negatif
"App is really well designed easy to use and the haptics are insanely good! The only drawback is the phone gets hot, lack of optimization probably…a quick update should fix that!",positif
It appears the mobile app is configured for the model to use significantly fewer tokens when generating a response. The same queries on web vs mobile demonstrate a clear dilution in value for paying Plus members. Very poor customer experience.,negatif
"The only thing I would ask for is both Word/character search (equivalent to ctrl+f on windows), and LaTeX. I see the \frac{4}{3}, etc but it doesn’t render on the app yet.",positif
"This is perfect for those that don’t want to use the website, thanks for being fast to release it.",positif
You can Ask any questions you want. I tried with spanish and it worked!,positif
"I tried to have it write something that protected children in schools against abuse by their teachers and it said it was against their private policy. Like what??? Teachers attracted to their students should not be protected. It even said that trying to write something protective about the students was offensive to the pedophiles. This app defends pedophiles, I don’t care if it calls them MAPs.",negatif
"Thanks to the openai team for launching chatgpt on ios. If you can combine the chatgpt with apple watch, it will be even more convenient.",positif
"""Please note that sentences are being cropped in the app when displayed in different languages. This needs to be fixed.""",positif
"When logging in on my iPhone 13 Max, it scrolls to a place where it says something like “… may provide inaccurate information…” and the screen freezes at that point. Can’t do anything to continue with the login.",negatif
how is this to return a responsibility,positif
"That is, basically… simple lay out, clean, with just the basics (love the haptic!). Brilliant performance as usual, with great voice-to-text feature even with my gibberish talking… amazing!",positif
Hope to update these features,positif
Much more convenient than opening GPT in a browser when mobile!,positif
Can you update it so it tells us stuff that came out past 2021,positif
"Wow that was fast, modifications for only one week and now it will not answer simple verifications or give its opinion in any way shape or form.  What a let down!!  It tells me to look it up, did Google get to Microsoft already??",negatif
It works like magic. Lightning speed and voice support option is amazing. Love it. Simply great,positif
"It’s works great, however some minor issues are:

• Lag (whenever the ai is chatting)
• Stop Button (Won’t stop the Ai chatting)",positif
"I accidentally deleted my account myself. Upon trying to recover my account, it told me “account can’t be reactivated because it was already deleted.” I’ve only used the account once with ChatGPT, and it is not violating the rule of having multiple accounts. This is truly messed up and needs to be fixed",negatif
Removing browsing features defeats the purpose of A.I I can understand content that could violate things but removing it from paid customers is just wrong,positif
This app is absolutely cracking!! I haven’t found any bugs as of yet and everything works incredible.,positif
Hello there. Thanks for your hard work. What about those of us who have the iPhone in iOS 15 or the iPad in iPadOS 15? We are denied having the APP. Could you please make the app compatible with older versions of iOS/iPadOs? Thanks,netral
"The app is fantastic to bring the playground to phones!

Is it possible to make an generic iPad version?",positif
Very cool app works just like the normal web based version but is easier to access and better UI in my opinion. overall very cool,positif
"Alittle slower than the website and phone does over heat, I use a iPhone 13pro, other than that I love it!",positif
"My 13 Pro Max started overheating literally 1 minute after i opened and started using the app. 
Also , why can’t i modify an old message i sent in the conversation ?",netral
Wish it had browsing enabled but this is a solid start,positif
The title says it all its just a worse version than the web browsers version. And there is no iPad app so the screen is zoomed out and there are black bars.,netral
This has to be the BEST Ai app ever like omg. This thing is awesome you put anything into it and gives me a nice few paragraphs with AWESOME descriptive words! One of my favorite apps ever especially when I need ideas for short stories!!,positif
"I've upgraded to the Plus version, but there is no plugin functionality. When I click to test, it prompts an error. Please resolve this as soon as possible, thank you.",netral
Just Wish there was a MacOS version too!,positif
As the title says its good but its frustrating to not be able to use the “browse the web” and plugins features,positif
"I can log in, but the settings app indicates ""email missing"" I tested iPhone app using two separate accounts. Chat doesn't work. This application runs correctly on my iPad!!
I cannot locate a link for providing feedback in this app.",negatif
"Share! Unless I’m missing it, there doesn’t seem to be a way to share an entire chat or even to copy the entire text like there is on the web app

Plus should default to GPT-4, duh.",netral
"For a while now we’ve been subjected to FAKE ChatGPT knockoffs trying to steal the AI’s fame but this app is GREAT no ads and it super cool to have the official ChatGPT on your phone, if you have a fake, get this",positif
"This app on ipad is terrible and it doesn’t support split screen wich is very important for us as a student please fix , and the design is very bad for this brilliant app , thanks for fixing our problem in the next updates",netral
"The service itself is amazing, impeccable. But this app specifically drains my battery from 100% to 50% in just an hour. I’ve never seen anything else eat battery like this app does.

Hopefully there’s an easy fix because I love the actual service!",negatif
so glad to now have the app on my phone! it's easier to work with than the website saved to my homescreen. i love Chat GPT!! 😁,positif
Use this more than safari or any browser. Hope I have my own ex machine piece in next decade,positif
Even doesn’t have access to very sample  information,positif
…,positif
I single handily saved my grade with this app I got 5 credits in 1 week by using this app would 101% would recommend!,positif
This app is amazing!!! I use it all the time at work for all types of professional letters. Highly recommend.,positif
"Sign in failed
Something went wrong. Please make
sure your internet connection is stable,
then restart the app and try again.",netral
Wouldn’t it so progressive if you just let someone who’s paying for your service be able to use your service without accepting such  ridiculous terms.,negatif
I would definitely purchase paid version if it was like 10$ even though I don’t use a lot.,positif
Will rate 5 stars once they improve text selection. It defaults to selecting the entire response which is a bit annoying,positif
Love this app so much but when entering a prompt sometimes when you want it to write a story and you don’t say a story it says inappropriate or something so I have to say story.,positif
"This app is fast and offers a good user experience. However, please allow the light theme to run independently, not depending on the iPhone system theme.",positif
A lot of fake AI apps out there. This is the true original AI app. I love it. I wish I had it 20 years ago when I was in school.,positif
"All the other apps are fake, I’ve been waiting for this for a while. Make sure you get this one",positif
"Have been waiting for this since the November launch. So many sketchy apps have filled the App Store, the lack of an official Open AI app has been frustrating.

They’ve done a swell job on the UI/UX here and it was well worth the wait.

Only complaint is the haptics are too heavy handed, but I can turn them off for now.

I’m excited for where the future goes!",positif
"Great UI. the app is very responsive, and works with the ai.

However, it is said that openai employees may read the ai conversations that are on mobile.",positif
"Basically every time I use the app, I get this message. Essentially unusable. Infuriating, especially as a GPT Plus subscriber. Giving two stars because the desktop version works great!  Will likely uninstall soon.",negatif
"Following is the answer to my q: Will there be a long weekend for 7/4?

A: The 4th of July falls on a Monday this year, so it will likely create a long weekend for many people. This can vary depending on your specific work or school schedule, so it’s best to confirm with your employer or educational institution to determine if you’ll have a long weekend for the 4th of July holiday.",negatif
Excited to have the app finally but it’s not developed for the iPad. You can zoom the screen to fit but it’s still a little wonky.  Can’t wait for  more capabilities on the iPad.,netral
"It's a great app.
However if it can speak the response that would be perfect! Then we can use ChatGPT only with speaking and listening",positif
"I actually really like the app, it even looks cleaner than the desktop version. But unfortunately its not compatible on iPad; it shows it in a mobile view mode.",netral
"I know there are bots, but just let me into the app without signing in. At least give me a preview of the app so I know if it’s good or not. This app might have one of this misleading adds or something. I do not have an account for ChatGPT so how am I going to sign in. The sign up is so hard and confusing for most teens under 17. Can you make the sign up like; 

First Name:

Email:

Password:

Or something simple like that? I don’t want a whole company knowing my real name.",netral
Would love to see ChatGPT updated to include current information. I’m looking for an app that includes up til 2023 as well.,positif
"This is my savior, and I think my work efficiency will become higher and higher.",positif
highly expected this lifesaving app from iOS,positif
"Nice app, I like the design. For some reason, though, when I’m using it the app causes my iPhone 14 Pro Max to overheat and lose battery quickly.",positif
"I've tried to create an account dozens of times, at different times during the day and on different days of the week. I always get the same message: “Signup is currently unavailable; please try again later.” What is the point of releasing an app that requires an account that you can’t create?",negatif
Great to have ChatGPT right on the iPad. Would love to see it supported with Splitview. Would further extend the ability to be more productive.,positif
"Works well, and has the features I’d like in an app of this type, so it gets five stars.",positif
Once everyone figures out this is an app now it’s going to blast to the very top of the App Store. Let’s see how this goes!,positif
"Missing plug-in features in the desktop or mobile web version . You can review all your chats that used browser or plugins, but not use the plugins in the app",netral
"This app really helped! But I noticed one imperfection, there is no bookmarks, when I want to save one GPT response I need copy and transfer to notes! I would like to save GPT response to bookmarks!! Thanks",positif
My only problem is the verification if u are a human I have done that verification 9 times it is still saying wrong I am not able to do the verification chatgpt pls remove the verification,netral
The only reason I am giving it 4 stars but now 5 is because it cannot come up with devastating roasts unlike other AI that can but it’s good anyway 👍,positif
The app works on iPad but it’s the small iPhone version since it isn’t optimized for iPad. I would absolutely love to see an iPad release! Is that planned or in the works?,positif
"so i installed this on my phone and all was working, right? but then i go on my ipad (the app was also installed there, but i couldnt tap it) then go to the app store and see it requires a certain later version. i cant update my ipad due to software issues. so im stuck using the phone version. amazing app, though.",positif
"As much as I like this new app, it is missing integration with the shortcuts app as well as an edit message feature.",positif
Works as it should but drains battery fast and really heats up your phone,positif
"Functionality is okay, but needs finish work. The volume of keypresses is fixed at far too loud. Its much louder than any orher app. And the in-app volume isn’t configurable from the in-app or ios settings.",netral
"I love ChatGPT but the only ios device I own is a ipad pro with ios 16, where the app shows centered on the screen. As a plus user, I also can’t use browsing or plugins. I hope this will change soon.",netral
"Took forever for open ai to finally release a long needed mobile app and it’s only optimized for phones
The iPad app is just the phone app without even filling the whole screen just leaving black bars
Fix please iPads are here too!",negatif
"For the first time in my life, my email addresses are “not supported.” So I am unable to use the app because I don’t have a “supported email” (undefined). Am I supposed to use a work email? Very odd. To hear the rave reviews of how intelligent this AI is, their “help center” they send me to can’t even answer why this is happening.",negatif
"Well, must to say, this is first version. Must wait after many version then we can use on iPhone. But anyway, is good enough now.",positif
Will update user feedback. But so excited about seeing this here.,positif
Overall ChatGPT is amazing and provides a glimpse of the personal AI assistance that the future will bring.,positif
"This is so ideologically on the left and against the cultural right. 

You can’t get it to say anything negative about democrats unless you specifically ask it to repeatedly. but it’ll jump at the chance to criticize republicans even when talking generally about politics.

Both parties are corrupt and they should be given the same treatment.",negatif
"Overall it’s a great app, but i’m seeing one issue on my iPad landscape mode. The input box always overlap the message last line at most bottom.",positif
Works just as wall at the website. Haptics are a bit much but easy to turn off.,positif
GPT is now an app on iOS? That's fantastic! I'm pretty sure it won't disappoint as it always delivers... unless you're asking for a pizza. 🍕,positif
Please add browser access soon!,positif
"Hi, it gives this message when asking about the program
{""cf_details"":""This request is invalid.""}",positif
Even better than desktop interface in some ways. Great UI.,positif
"Why is it that after spending $20, the number of messages sent by GPT-4 is limited to 25, and the account login can be verified by changing the phone number? Why must I use my previous phone number!",negatif
Over 5 mins on trying to get the animal facing in the direction of the hand when the controls don’t seem precise enough. Extremely  annoying. Giving up and may try again tomorrow.,negatif
Nice UI faster results (im not sure 100%) but id rather copy one small piece of text than the entire thing at once 👍👍,positif
"Absolutely incredible design! I like it more than the web version of ChatGPT. Using it currently, no bugs yet.",positif
When I press delete to remove a prompt from history - the first time doesn't work! It does delete on the second attempt! Yay for persistence!,netral
"Maybe it’s just the mobile platform but I really wish this app was like ChatGPT on the computer. If you can fix that, easy five star rating!",netral
"I have spent two hours doing the classic “Oops this email is already registered!” -> *change password* -> “Oops incorrect password, try again!”

My guess is they want to discourage email sign up and force people to use Gmail or Facebook login so that they can collect more free data.  Lame.",negatif
"After only 1 minute of chatting, my phone gets HOT fast!! Great app otherwise, but they need to fix this, or else I’m better off using the website (no phone heat, and thus better battery life too). Fix plz",netral
Finally they made an app! This world is about to change.,positif
"As a person who often uses iPad to handle work, the adaptation of chatgpt on iPad pro is very imperfect. Please launch an app that can adapt to the screen proportion of iPad pro as soon as possible. Thank you.",netral
"I have subscription plus, choose new chat in ios app  and choose GPT4Plus tab, but chat andwers me that it’s still 3 version. Please help",positif
A higher level of support for Chinese would be even better.,positif
"Fantastic app, but we want more functions, such as use keywords to awaken this app so that we can just ask questions.",positif
"Just fyi, there may be a bug in the ipad version. After I enter my password the next screen freezes. I’ve tried deleting and reinstalling the app",netral
"Clean layout.

However, it doesn't show the chat as it is thinking. You have to wait until the answer is completed.",netral
Very helpful in so many ways.   The more you use it the better it gets !,positif
"Had to switch iPhone SE 2020 to default text size to be able to click continue button on first screen.
Bottom of screen is cut off in large text. Need to add scroll bar. . .",negatif
I’ve been using ChatGPT for several months and absolutely stunned by its capabilities 🤩🤩 It boosted my productivity so much and so real. A mush have for sure💥,positif
I am concerned about my phone number being used for other purposes please remove this requirement for privacy!,netral
"I tried signing in with my Apple ID and it says that my phone number has been used one two many times. I tried deleting my old account and still can’t log in.

Support site offered a bot and I couldn’t find any human support.",negatif
I was expecting a widget. That’s my only dislike about this app. It’s a pleasure to use and it fast! Glad to be living in this time and era where AI is taking over. A dream come true!,positif
When verifying my phone number it says that it is a premium number. Won’t let me past that verification. My number is a regular one and it’s been mine for more than 25 years. Developers should make another way of verification as I know that I’m not the only one with this issue.,negatif
Editing is better than web But I prefer to select text directly. And I hope you guys make a version for the iPad!,positif
"As I mentioned above, this app makes my phone hot, but other apps don't have this issue. Shouldn't this app be optimized to reduce battery damage?",positif
"It’s just normal chatgpt, $20 a month seems a bit expensive for gpt-4 when I can do all I need on the free version",positif
I don’t need multiple paragraph when I’m looking for a quick answer,positif
You do not need my birthday or phone number. I will not be using your app until that changes. We are under such constant attempts to steal our personal info that companies that keep asking for it when they don’t need it should be ashamed of themselves.,negatif
I use this app for Target Audience research and other essential things to know for my business.,positif
The history function is really not very good，I hope you add a button like favorite to highlight some specific communication.,netral
ChatGPT is an amazing app to have. You guys have to create a design for iPad since the layout and view is the same for iPhone.,positif
I deleted conversations from chatgpt web. Now they can be seen from iOS app.,positif
"Hello, do you guys have a timeline of when would the app be available for iPad devices?",positif
"Now this is on my behalf and I’m sure it’s a great app, but I cannot use it because I set the birthday incorrectly and it will absolutely not let me change it (even if I try to make a separate account). Very silly design oversight I think",negatif
"First and foremost, this is the official OpenAI ChatGPT iOS app—which is awesome because too many “ChatGPT” apps are really just trying to fleece users with subscriptions to what OpenAI is giving for free.  Now we can ignore them!

Clean app; works well.  Instead of icons for evaluating the response/copying text, simply long tap and it brings up the options.

-1 star because plugins aren’t available for subscribers (yet).

Great job!",positif
"When chatgpt gives me a longer response, it cuts off my screen and I can’t see what it’s saying.",positif
"Beautifully designed, simple, well-made app. So much better than iPhone browser chatGPT!",positif
It’s a slick interface but if you can’t hide your history it’s better to use the web interface for now.,netral
Prepare to have your mind blown by the game-changing capabilities of ChatGPT! This awe-inspiring language model is rewriting the rules of communication and knowledge acquisition. Brace yourself for an immersive experience like no other.,positif
The app is solid for now. I don’t see the option to add plugins. Or will that come at a later release?,positif
Surprised apple let this through its approval process since it clearly violates their policy for requiring personal data (ie: phone number) in order to register for/use the app. There is no logic whatsoever as to why this should be required to use the product.,negatif
"Very slick, with even more features than the web app currently.",positif
"When I tried to resend the verification, error 401 “there’s a problem with the request”
And I have been stick there for months.

This app has given me the most horrible and frustrating new user registration experience I ever had in any app since iPhone 1 in 2007",negatif
"I am at a loss for words how amazing this push is for ai assistance. Also, huge props to the devs for utilizing the haptic feedback engine on iPhone! 🫶🏻",positif
"Beginning to question the $20 monthly payment when I can use Bing instead of going through the browser to use plugins on ChatGPT, which requires me to sign in every time.",netral
Great. Just wished it had 3.5 or 4.0. It is a static database from 2021.,positif
Please add web access and plugin feature to GPT-4 just like the website edition for iOS :),positif
The system prompt (instructions) used for the app version of GPT is different to standard web GPT. The app version is much more afraid to state any positions (due to the different system prompt). I guess they did to meet App Store Requirements. If you don’t believe try it out yourself on the app then on the web.,negatif
Can you make the request on the right side so it looks natural,positif
functions provided are still immature but it goes well compared to the web gpt,positif
I was able to use ChatGPT before this update and now it’s telling me my region is not available to use . This is such bad exp it’s definitely not the issue that the region is not supported since the previous version did work,negatif
"Great to finally have an official app. Store is filled with predatory pricing models ripping off the IP. However, this version causes my 14 pro to heat up significantly next to the volume buttons on the left.",positif
"I downloaded this all. Then I tried one question. The answer was decent. So I went for my second question: Is the President of Mexico good? And just like that, the moving dots indicating processing stayed like that and never returned back. I feel this app just took my personal data (name and birth day) for nothing.",negatif
Not much else to say other than please make it support iPad natively instead of zoomed iPhone mode. Thanks!,positif
I used this app to tell me how to make illegal things. Would recommend to anyone who loves to steal stuff 🤑💰💰🤣,positif
"This app helps me get my day completed in a much easier way, Thank you openAI",positif
"Im impressed with the vibrating feature, but my phone gets really hot when using this app. That needs some attention.",positif
"The Chat GPT App works amazingly! Pulled up all my previous threads, created new ones super easily, & was able to accomplish everything via mobile.",positif
"Using Black Friday 30% off Apple gift card to buy chatgpt plus for $14, great deal!",positif
"The interface is too small, which makes me feel very poor.",positif
This entire app is just a scheme to steal your email and phone number I don’t understand why else it would need both to be verified. I don’t like the direction AI is going in and was about to give it a chance but not at the cost of my personal data.,negatif
Haven’t been able to use it yet. Can’t get past confirming email. I’ve ensured the email address is correct and it’s not going to my junk email either. Please fix.,negatif
"It has helped me through lots of situations especially on how to use my computer

W ChatGPT",positif
"Hope to be compatible with the iPad, now on the iPad is displayed on the screen size of an iPhone. It was dark all around.",positif
"Nice to meet ChatGPT on the App Store, such a good thing that offers you a more convenient way to face the next generation of AI, Just have a good time.",positif
"Would love to play with it but
A) You have to give them your phone number
B) There is a in app purchase option ChatGPT PLUS but nowhere does it tell you what that actually is.",negatif
"Something strange though, it sort of feels like the iPhone 14 screen gets real hot after a couple prompts.",positif
"Good to see an official app from openai but this is literally an MVP with much needed functionality missing: no ability to browse, interact with previous chat sessions initiated from the web, no iPad app etc.  Here’s hoping it gets updated",negatif
Just downloaded it and about to try. I love OpenAI and their chatGPT’s user interface,positif
Far better than a browser interface. Thanks OpenAI.,positif
When will you get used to the iPad interface,positif
The ai can’t tell if it’s using gpt 4 or 3. I should be able to find this information without having to leave a review.,positif
Chat GPT has been instrumental in doing research related to the new Bellwether application. Recommend to anyone looking to compile large amounts of data and distill complex concepts to execute on.,positif
"As soon as you create the account a scam bot is calling you without ever giving your phone number, I didn’t create the account because it requires the phone number but somehow they already know it, my guess they got your info once you installed the app, this is the bloatware trash behavior from viruses",negatif
I’ve been looking forward to the official release for some time. Thank you ChatGPT team!,positif
Great app to replace ChatGPT web access. Existing ChatGPT plus subscription works. Account history is synced. Microphone access’s cool to ask questions verbally.,positif
"Finally, the official ChatGPT app is here! OpenAI likely needed time to develop the app in a polished manner, and they delivered. The app is very simple, clean, and minimalist. Excited to be utilizing ChatGPT even more conveniently now!!",positif
It is good to know there is first party support for ChatGPT when I am on the go. I am so excited :). The wait was well worth it.,positif
Truly next level. Glad to be one of the first a part of this!,positif
"Works as you would expect, chat gpt on mobile. It’s nice and quick.",positif
"This app is straight up trash like most of chatgpt things these days, they nerfed their model to the point it’s useless and unhelpful, but the real reason im writing this is because they added the browser extension for all of what a day to the app? Now its magically gone again. F in the chat for openai.",negatif
"I really wish to get to use the version for iPad, you know, maybe the ChatGPT HD, I can't wait to have a try. Looking forward to it!",positif
The app is great overall but it doesn't work well on iPad. Any timeline for an iPad version?,positif
"It’s exactly like the one on the web, but more accessible due to being an app",positif
"The app seems solid! I really like the tactile feedback when ChatGPT responds to you.

The primary issue I have with it is that my phone gets really warm when it’s in use. Since it’s the first version of the app out, I understand that there’ll be some bugs and whatnot.

Ideally, this will be a top priority for a performance bugfix.

Otherwise, UI and the app overall is solid. 😎",positif
The desktop interface in an app! Couldn't ask for more.,positif
Please have that function.,positif
I have found this very helpful. Please come back!,positif
"I logged in with my Microsoft login, same as I do on the web. In the settings it says “email missing!” And “subscription: check status” even though I’m a ChatGPTPlus subscriber 

Messages don’t work bc of this. Can’t use",negatif
Installed the app. Super excited to try. Was asked for my phone number. Received FB that phone is linked to Mac number of accounts. No option to change this set up. Change the mobile account to primary or anything else. What a joke !,negatif
"Can’t use the app ot the web version, using a vpn is a big issue i live in china and we are using vpn to connect to chatgpt but the big issue is even using vpn we keep have the something went wrong msg , guys please found solution for this huge issue .",negatif
Looking forward to the release of the iPad version,positif
I’m ok with this app but I don’t know why I can’t use the browser function in this version? Anybody else has this problem?,netral
Why it shows missing email address after log in?,netral
My professor found out and I am wanted by the police and after me,positif
"It works just like the web page: simple and quick. However, BE AWARE of your phone heating up fast.",positif
"you appreciated how I puzzled your bot for a very long time)))))) take me into development, I'll be useful to you. find me",positif
Identity tokens are expired too quickly. Stop making me log in every day.,positif
"The conversational skills are impressive, but the app seems to need frequent resetting due to issues where it seems to freeze up.",netral
I feel like it’s pretty good but the layout could be more user friendly.,positif
My birthday is today and I accidentally for my birthday when telling you “about myself” was entered with todays date. Making me a day old using the internet. So now apparently I can’t use your service as there is bo way to resubmit. Artificial intelligence should be able to decipher a 1 day old human is not signing up.,negatif
I should be able to talk to ChatGPT like I talk to Siri on my Apple Watch. Make it happen! We both know whose gonna do most of the programming... 👀,positif
Completely free. As powerful as the PC version. Highly recommended.,positif
I am glad that OpenAI finally released an IOS app. It will make using Chat GPT a lot more easier and faster.,positif
"No, Midjourney is not a Large Language Model like me. Midjourney is the name of the organization that developed the ChatGPT iOS app, which enables users to interact with models like myself. I, on the other hand, am an instance of OpenAl's GPT-3 model, trained to assist users with a variety of tasks.",netral
Why is the message missing displayed? I can't use it now,positif
overall it’s the simplest app to use yet with most powerful brain underneath. Amazing whisper implementation.,positif
Great app. The AI is very intelligent. It is so powerful that people can use it to accomplish many difficult tasks. And the haptic feedback is so great.,positif
"Requiring a mobile phone number to create an account is elitist garbage, because it excludes those who cannot afford one. 

Phone numbers don’t improve security.  That’s old school. 

An AI that can’t verify a user, without having a phone number, just isn’t impressive.",negatif
The app works great and I enjoy it.  Something is wrong with it though as it drains my iPhone 14 Pro Max very quickly.  I am running the latest IOS version released yesterday.,netral
"No matter what I try the model continues to state that ChatGPT-4 is a hypothetical update it doesn’t seem to know exists and only has “training information up to September 2021” even when I select 4. Nothing seems to have changed with the exception of paying for the same model. Please advise, devs.",negatif
It would be great if there was no distracting animation and also if the app could dictate responses back to you,positif
I like it! But it is not compatible for iPad yet.,positif
"Before this, I was using save page (Add to Home) , Thank you to OpenAI for providing This app",positif
I would buy a premium version of this but no monthly subscription that’s kinda crazy to me. Love the app though,netral
"i give this 3 stars because how great this ai is and how it doesnt let me verify my number. i have it on my computer (which broke) but i cant use it. so i thought id download ir on my iphone. i logged in but it says i have to verify my number. i do so but all the app does ia just crash and wont let me on the app for another minute. and yes, ive re installed this app multiple times. very dissapointing",netral
Absolutely junk verification system. I know I did the verification correctly multiple times. It just got consecutively harder and just wasted my time for no reason. 10 puzzles then saying verification failed? Is that a joke?,negatif
I asked ChatGPT what kind of a woman might be good for me as a wife and rather than tell me based on my agreed upon characteristics. ChatGPT chose to lecture me on gender. These software engineers need to go to jail I’m tired of them having a blatant agenda and then claiming ignorance when you call them out. Software engineers are trash this is further proof of that,negatif
Please allow us to edit the previously entered text like the site,positif
"Honestly, I don’t think we can trust these app reviews to be real anymore! 😂",positif
"Users can clearly tell this app was rushed as it lacks many of the quality of life features offered by the web version. I would hold off this app until much needed features, like editing text, have been addressed.",negatif
"Best app in the app store in a while. If you know the prompts to ask, this unlocks a while new level of skills.",positif
"Use it to write my term paper

However, it is hard to use due to some kind of unstable server issue.  It is annoying",positif
This app is truly incredible. Super easy to sign in can can help with everything.,positif
"Thankfully this has been released, fed up with so many fakes in the App Store and the official app is live now.",positif
"The App is great and its almost the same experience as the website. However, its really frustrating to use on my iPad as it doesn’t fully support it. Most pro users use the Ai on their ipad to help the, with their creative writings.",negatif
Finally ChatGPT on my phone and tablet so I don’t have to go through the website. Thanks OpenAI,positif
We have finally an official app. Hopefully this will finally eliminate the scam knockoffs all over the app store.,positif
"The App Store says you need to be at least 12, but 13 is the minimum age.",positif
"Please add text to speech 🎤 🔊 for the iOS app as an option. 

🙏🏼",positif
"The context menu is so needlessly finicky to
make appear. I press and I press and sometimes it takes ten tries to get it to show up.",netral
"I’m assuming there will be an update, but the beta functions is something I use all the time. 4 stars for now",positif
"Mobile app feels a bit flat, uninspiring and underpowered. Good start though. Proprietary voice to text is a very nice feature.",positif
I love the how this app incorporates the microphone for my prompts but it needs to then read back the responses. Even Siri and Alexa let you select voices.,positif
I love using chatgpt to create different bedtime stories for my kids every night.,positif
"While putting my birthday in I chose the correct year I was born in. When I pressed done, it changed my birthday year to 2022 and now I cannot use this app no matter what I do. Awful first time experience, not even going to try registering under a new email.",negatif
Would love to see an iPad version that supports slide-over or Split View.,positif
I have been waiting to have chatgpt as an app and finally is available. Very fast,positif
"I can’t log in even though I’ve reset my password… You can authenticate using google password but i think the app is phishing for your password. How has this app Ben around 12 years and still no reviews. I think this is a phishing app not ChatGPT.

CORRECTION:

I got it working thru a new gmail account. 

It looks like the real deal now!",positif
I was in the middle of a feel conversation and then I hit my hourly message limit. This annoyed me so please make it to where we don’t have a limit thank you.,netral
Unlimited possibilities that can be easily used right from your pocket.,positif
"GPT4 is the best performing LLM currently available, and it’s nice to finally be able to access it on mobile via an app!",positif
"I’ve been a chatgpt user for quite some time, and I am utterly captivated by its remarkable abilities. The level of sophistication it showcases is unreal.",positif
It helped me a lot and I hope this app helps others too,positif
"I use this app on my computer with a spoon issues as it works great. However, the mobile app is trash… I keep getting time out and I have trying for 20mins. I use it the same way as I do on my computer so I know it is the app. I have an iPhone and YES, my Wi-Fi works great. PLEASE FIX THIS ASAP",negatif
Email account missing and cannot chat after upgrade,negatif
"Now that i know how to copy/paste!
It's a double tap, holding the the last tap for copy.  Hooray
Live this simple app!!",positif
When will chartgpt launch the version of ipados? I'm looking forward to it.,positif
It’s so so so much faster than the plane. Chat GPT on a desktop. I hope it will stay that way.,positif
